,Electricity Price,Wind Power,Solar Power,HPP Power,Curtailed Power,Battery SOC,Battery Power
2739,49.835,11.895717101351458,0.0,13.191769732930407,0.0,89.47368421052636,1.2960526315789496
2740,49.835,19.73854767161528,0.0,21.034600303194228,0.0,88.15789473684215,1.2960526315789496
2741,52.11,29.588491102569503,0.0,30.88454373414845,0.0,86.84210526315793,1.2960526315789487
2742,49.111,16.864401387851927,3.105325125825899,21.26577914525678,0.0,85.52631578947373,1.2960526315789505
2743,50.608,11.687870634698939,10.423963946137297,23.40788721241519,0.0,84.21052631578952,1.2960526315789505
2744,48.413,7.377072601074274,29.714196242420666,38.38732147507389,0.0,82.89473684210532,1.2960526315789522
2745,42.342,1.9904451020149947,63.306469929145294,66.59296766273924,0.0,81.57894736842111,1.2960526315789558
2746,39.205,0.0,96.49565893316291,97.79171156474187,0.0,80.2631578947369,1.2960526315789593
2747,39.205,0.0,106.1694980524886,107.46555068406757,0.0,78.94736842105269,1.2960526315789593
2748,39.787,0.0,106.21793784882429,107.51399048040325,0.0,77.63157894736845,1.2960526315789593
2749,42.661,0.0,97.2474912872549,98.54354391883386,0.0,76.31578947368423,1.2960526315789593
2750,45.893,0.0,78.69921553072207,59.66368253579821,0.0,75.0,-19.035532994923862
2751,49.718,3.426828724389976,67.07701100013264,51.46830672959876,0.0,93.75,-19.035532994923862
2752,49.835,0.0,46.140931393033206,27.10539839810935,0.0,112.5,-19.035532994923855
2753,50.608,0.0,19.93148919249668,0.8959561975728256,0.0,131.25,-19.035532994923855
2754,61.121,0.0,4.580240600261521,53.83024060026152,0.0,150.0,49.25
2755,66.953,0.0,0.0,49.25,0.0,100.0,49.25
2756,53.054,2.141381530323282,0.0,36.616381530323316,0.0,50.0,34.47500000000004
2757,53.054,2.6334230994405976,0.0,2.6334230994405976,0.0,14.999999999999972,0.0
2758,50.441,4.880403379926642,0.0,4.880403379926642,0.0,14.999999999999972,0.0
2759,49.835,9.585130656395767,0.0,6.4702252572264065,0.0,14.999999999999972,-3.1149053991693605
2760,46.148,11.663344497820365,0.0,8.548439098651004,0.0,18.06818181818179,-3.1149053991693605
2761,39.442,24.041689261412955,0.0,20.926783862243596,0.0,21.136363636363612,-3.1149053991693596
2762,39.32,40.8761341663422,0.0,37.76122876717284,0.0,24.204545454545425,-3.11490539916936
2763,39.32,35.26373466724929,0.0,32.14882926807993,0.0,27.272727272727224,-3.11490539916936
2764,39.735,22.48874786654556,0.0,19.3738424673762,0.0,30.34090909090905,-3.11490539916936
2765,40.201,28.45300527300149,3.122610662897473,28.460710536729604,0.0,33.409090909090864,-3.11490539916936
2766,39.32,20.311373704685366,15.111205832705613,32.30767413822162,0.0,36.47727272727268,-3.1149053991693605
2767,38.818,31.868315327571104,42.45103231975701,71.20444224815876,0.0,39.54545454545449,-3.1149053991693605
2768,37.497,31.11624764833416,83.16360470671488,111.16494695587967,0.0,42.6136363636363,-3.114905399169361
2769,35.386,32.437427887344626,127.2380415054362,156.56056399361145,0.0,45.68181818181813,-3.114905399169361
2770,34.266,40.02332436430865,137.72261168354473,174.631030648684,0.0,48.74999999999996,-3.1149053991693605
2771,33.624,50.66149700367937,111.5942498298817,159.14084143439172,0.0,51.818181818181785,-3.114905399169361
2772,33.624,55.09935317891697,81.71376137708832,133.69820915683593,0.0,54.88636363636358,-3.114905399169361
2773,33.624,109.25288756781802,57.412998469434285,163.55098063808293,0.0,57.95454545454541,-3.114905399169361
2774,35.462,157.6069685023169,32.40951861956416,186.90158172271168,0.0,61.022727272727224,-3.1149053991693614
2775,36.748,148.1486897154735,17.08717686520321,162.12096118150734,0.0,64.09090909090907,-3.1149053991693614
2776,39.32,171.09166354526403,9.727066028147942,177.70382417424258,0.0,67.15909090909088,-3.1149053991693614
2777,39.32,191.50176055222204,4.9156368230377705,193.30249197609044,0.0,70.22727272727269,-3.114905399169362
2778,43.695,198.5303932427121,0.7069006600425185,196.12238850358526,0.0,73.29545454545452,-3.114905399169362
2779,39.32,195.30396063357006,0.0,192.18905523440068,0.0,76.36363636363633,-3.1149053991693614
2780,39.32,197.53325343783982,0.0,194.41834803867044,0.0,79.43181818181813,-3.1149053991693623
2781,39.32,197.62372346252167,0.0,194.5088180633523,0.0,82.49999999999997,-3.114905399169362
2782,39.32,175.0369288947939,0.0,171.92202349562453,0.0,85.5681818181818,-3.114905399169362
2783,39.32,148.0234918498384,0.0,144.90858645066902,0.0,88.63636363636361,-3.1149053991693627
2784,34.438,137.71718693443114,0.0,134.60228153526177,0.0,91.70454545454541,-3.1149053991693636
2785,34.438,134.6763227875625,0.0,131.56141738839312,0.0,94.77272727272722,-3.1149053991693645
2786,34.438,160.62355649780508,0.0,157.5086510986357,0.0,97.84090909090907,-3.1149053991693645
2787,34.438,149.39803552542523,0.0,146.28313012625586,0.0,100.90909090909088,-3.1149053991693636
